Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Year,Genre
7705,Teenage Mutant Ninja Turtles,GC,Konami  ,Konami  ,,,0.26,0.07,,0.01,0.34,2003,Action
7706,My Baby Boy,DS,SouthPeak Interactive  ,Dancing Dots  ,,,0.3,0.02,,0.03,0.34,2008,Simulation
7707,Remember Me,PS3,Capcom  ,DONTNOD Entertainment  ,,,0.1,0.18,,0.05,0.34,2013,Action
7708,Project Versus J,PS3,Namco Bandai Games  ,Unknown  ,,,0.07,0.05,0.2,0.02,0.34,2015,Misc
7709,Guitar Hero Live,X360,Activision  ,FreeStyleGames  ,,,0.2,0.11,,0.03,0.34,2015,Music
7710,Football Manager Handheld 2008,PSP,Sega  ,Sports Interactive  ,,,,0.33,,0.0,0.34,2007,Sports
7711,The LEGO Movie Videogame,PC,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.02,0.04,,0.0,0.06,2014,Action-Adventure
7712,Dragon Ball Heroes: Ultimate Mission 2,3DS,Namco Bandai Games  ,Dimps Corporation  ,,,,,0.34,,0.34,2014,Fighting
7713,Iron Man 2,DS,Sega  ,"Sega Studios, San Francisco  ",,,0.14,0.16,,0.03,0.34,2010,Action
7714,Imagine: Movie Star,DS,Ubisoft  ,Powerhead Games  ,,,0.31,0.0,,0.03,0.34,2008,Simulation
7715,Disney Sing It: Pop Hits,PS2,Disney Interactive Studios  ,Zoe Mode  ,,,0.1,0.02,,0.22,0.34,2009,Misc
7716,Puzzle Quest: Challenge of the Warlords,DS,D3 Publisher  ,1st Playable Productions  ,,,0.28,0.01,0.03,0.02,0.34,2007,Puzzle
7717,Bejeweled 3,DS,PopCap Games  ,PopCap Games  ,,,0.29,0.02,,0.03,0.34,2011,Puzzle
7718,The Eye of Judgment,PS3,Sony Computer Entertainment  ,SCE Japan Studio  ,7.5,,0.28,0.0,0.02,0.03,0.34,2007,Strategy
7719,Giana Sisters: Twisted Dreams,PC,Unknown  ,Unknown  ,,,,,,,,N/A,Misc
7720,007 Legends,PS3,Activision  ,Eurocom  ,,,0.11,0.17,,0.06,0.34,2012,Shooter
7721,Dynasty Warriors: Gundam 2,PS2,Namco Bandai  ,Omega Force  ,4.9,,0.04,0.03,0.25,0.01,0.34,2009,Action
7722,Fade to Black,PS,Electronic Arts  ,Delphine Software International  ,,,0.19,0.13,,0.02,0.34,1996,Action
7723,MXRider,PS2,Infogrames  ,Paradigm Entertainment  ,,,0.16,0.13,,0.04,0.34,2001,Racing
7724,Sniper: Ghost Warrior 2,PS3,City Interactive  ,City Interactive  ,,,0.05,0.2,0.03,0.05,0.34,2013,Shooter
7725,Pirates of the Caribbean: At World's End,X360,Disney Interactive Studios  ,Eurocom Entertainment Software  ,,,0.29,0.02,,0.03,0.34,2007,Action
7726,Delta Force: Black Hawk Down,XB,NovaLogic  ,Climax Group  ,,,0.25,0.07,,0.01,0.34,2005,Shooter
7727,Hard Reset,PC,Kalypso Media  ,Flying Wild Hog  ,7.6,,,,,,,2012,Shooter
7728,NHL 09,PS3,Electronic Arts  ,EA Canada  ,,,0.29,0.02,,0.03,0.34,2008,Sports
7729,Shaun White Snowboarding,PSP,Ubisoft  ,Ubisoft Montreal  ,6.3,,0.26,0.04,,0.03,0.34,2008,Sports
7730,World Championship Poker 2: Featuring Howard Lederer,PS2,Crave Entertainment  ,Point of View  ,,,0.16,0.13,,0.04,0.34,2005,Misc
7731,Harry Potter and the Deathly Hallows - Part 2,X360,Electronic Arts  ,EA Bright Light  ,4.8,,0.19,0.11,,0.03,0.33,2011,Action
7732,Samurai Warriors 3Z,PS3,Tecmo Koei  ,Omega Force  ,,,,,0.33,,0.33,2011,Action
7733,Sengoku Musou 3 Z,PS3,Tecmo Koei  ,Omega Force  ,,,,,0.33,,0.33,2011,Action
7734,Tom Clancy's Ghost Recon Advanced Warfighter,XB,Ubisoft  ,Ubisoft Shanghai  ,,,0.21,0.11,,0.01,0.33,2006,Shooter
7735,Pony Island,PC,Unknown  ,Daniel Mullins Games  ,,,,,,,,N/A,Puzzle
7736,Dead or Alive 5,X360,Tecmo Koei  ,Team Ninja  ,7.6,,0.2,0.08,0.03,0.03,0.33,2012,Fighting
7737,NCAA Basketball 10,PS3,Electronic Arts  ,EA Canada  ,,,0.31,,,0.03,0.33,2009,Sports
7738,Tokyo Highway Battle,PS,Crave Entertainment  ,Genki  ,,,0.06,0.04,0.21,0.02,0.33,1996,Racing
7739,Dishonored: Death of the Outsider,PS4,Bethesda Softworks  ,Arkane Studios  ,,,0.1,0.18,,0.05,0.33,2017,Action
7740,Untold Legends: The Warriors Code,PSP,Sony Online Entertainment  ,Sony Online Entertainment  ,6.8,,0.14,0.12,,0.08,0.33,2006,Role-Playing
7741,Final Fantasy IX,PC,Unknown  ,Square Enix  ,,,,,,,,N/A,Role-Playing
7742,Beyond Good & Evil,PS2,Ubisoft  ,Ubisoft Montpellier  ,8.3,,0.16,0.13,,0.04,0.33,2003,Adventure
7743,Valkyria Chronicles Remastered,PS4,Sega  ,Sega  ,,,0.14,0.08,0.08,0.04,0.33,2016,Role-Playing
7744,Banjo-Kazooie: Grunty's Revenge,GBA,THQ  ,Rare Ltd.  ,6.6,,0.24,0.09,,0.01,0.33,2003,Platform
7745,Bomberman World,PS,Atlus  ,Hudson Soft  ,6.5,,0.06,0.04,0.22,0.02,0.33,1998,Puzzle
7746,Night at the Museum: Battle of the Smithsonian,DS,Majesco  ,"Pipeworks Software, Inc.  ",,,0.12,0.18,,0.04,0.33,2009,Action
7747,Transformers: Revenge of the Fallen -- Decepticons,DS,Activision  ,Vicarious Visions  ,,,0.17,0.13,,0.03,0.33,2009,Action
7748,Mega Man ZX Advent,DS,Capcom  ,Inti Creates  ,7.6,,0.22,0.0,0.09,0.02,0.33,2007,Platform
7749,Jeanne d'Arc,PSP,Sony Computer Entertainment  ,Level 5  ,8.4,,0.21,,0.1,0.02,0.33,2007,Role-Playing
7750,Street Fighter Alpha 3 MAX,PSP,Capcom  ,Capcom  ,7.8,,0.27,0.01,0.02,0.03,0.33,2006,Fighting
7751,Call of Duty: Infinite Warfare,PC,Activision  ,Infinity Ward  ,,,0.12,0.19,,0.03,0.33,2016,Shooter
7752,The Lego Ninjago Movie Videogame,XOne,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.21,0.09,,0.03,0.33,2017,Action
7753,Deathtrap Dungeon,PS,Eidos Interactive  ,Unknown  ,,,0.19,0.13,,0.02,0.33,1998,Action
7754,Ape Escape Academy,PSP,Sony Computer Entertainment  ,Shift  ,5.3,,0.13,0.15,,0.05,0.33,2006,Party
7755,Mystery Case Files: The Malgrave Incident,Wii,Nintendo  ,Big Fish Games  ,6.3,,0.17,0.13,,0.03,0.33,2011,Adventure
7756,Avatar: The Last Airbender,DS,THQ  ,AWE Games  ,,,0.3,0.01,,0.02,0.33,2006,Adventure
7757,Harry Potter and the Deathly Hallows - Part 2,Wii,Electronic Arts  ,EA Bright Light  ,,,0.17,0.13,,0.03,0.33,2011,Action
7758,Ninja Blade,X360,Microsoft  ,From Software  ,6.7,,0.14,0.14,0.02,0.03,0.33,2009,Action
7759,The King of Fighters XIII,X360,Atlus  ,SNK Playmore Corporation  ,,,0.23,0.07,0.01,0.03,0.33,2011,Fighting
7760,WWE Wrestlemania XIX,GC,THQ  ,Yuke's  ,7.8,,0.26,0.07,,0.01,0.33,2003,Fighting
7761,The Sims 2,GC,Electronic Arts  ,Maxis  ,7.6,,0.26,0.07,,0.01,0.33,2005,Simulation
7762,Hulk,XB,Universal Interactive  ,Radical Entertainment  ,,,0.25,0.07,,0.01,0.33,2003,Action
7763,BookWorm,DS,PopCap Games  ,PopCap Games  ,,,0.3,0.01,,0.02,0.33,2009,Puzzle
7764,We Sing Deutsche Hits,Wii,Nordic Games  ,Le Cortex  ,,,,0.29,,0.04,0.33,2011,Misc
7765,Klonoa 2: Lunatea's Veil,PS2,Namco  ,Namco  ,9.4,,0.12,0.1,0.08,0.03,0.33,2001,Platform
7766,Deus Ex: Invisible War,XB,Eidos Interactive  ,Ion Storm  ,8.5,,0.25,0.07,,0.01,0.33,2003,Shooter
7767,Bee Movie Game,Wii,Activision  ,Smart Bomb Interactive  ,,,0.3,0.01,,0.03,0.33,2007,Action
7768,Disney's Treasure Planet,PS2,Sony Computer Entertainment  ,Bizarre Creations  ,,,0.16,0.13,,0.04,0.33,2002,Action
7769,NASCAR Thunder 2002,XB,EA Sports  ,EA Tiburon  ,,,0.25,0.07,,0.01,0.33,2001,Racing
7770,Etrian Odyssey,DS,Atlus  ,Atlus Co. / Lancarse  ,7.4,,0.19,0.03,0.09,0.02,0.33,2007,Role-Playing
7771,BeatMania Append GottaMix,PS,Konami  ,Konami  ,,,,,0.31,0.02,0.33,1999,Simulation
7772,Fracture,X360,LucasArts  ,Day 1 Studios  ,4.0,,0.15,0.14,0.0,0.04,0.33,2008,Shooter
7773,Cabela's Dangerous Hunts 2011,PS3,Activision  ,Cauldron  ,,,0.26,0.04,,0.03,0.33,2010,Sports
7774,Tak 2: The Staff of Dreams,GC,THQ  ,Avalanche Software  ,,,0.26,0.07,,0.01,0.33,2004,Platform
7775,Virtua Tennis 2009,X360,Sega  ,Sumo Digital  ,,,0.12,0.18,,0.03,0.33,2009,Sports
7776,NBA 2K10,PSP,2K Sports  ,Visual Concepts  ,5.5,,0.3,0.0,0.0,0.03,0.33,2009,Sports
7777,LEGO Harry Potter Collection,NS,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.15,0.16,,0.03,0.33,2018,Action
7778,Dead Realm,PC,Unknown  ,"Section Studios, Inc.  ",,,,,,,,N/A,Action-Adventure
7779,Kelly Slater's Pro Surfer,PS2,Activision  ,Treyarch  ,,,0.16,0.13,,0.04,0.33,2002,Sports
7780,Shrek SuperSlam,GBA,Activision  ,Amaze Entertainment / Griptonite Games  ,,,0.24,0.09,,0.01,0.33,2005,Action
7781,Legends of Wrestling II,PS2,Acclaim Entertainment  ,Acclaim Studios Salt Lake City  ,,,0.16,0.13,,0.04,0.33,2002,Fighting
7782,World Stadium 3,PS,Namco  ,Namco  ,,,,,0.31,0.02,0.33,1999,Sports
7783,Alien: Isolation,PS3,Sega  ,Creative Assembly  ,,,0.12,0.16,,0.05,0.33,2014,Adventure
7784,Extra Bases,GB,Bandai  ,Namco  ,,,,,0.33,,0.33,1991,Sports
7785,The Crew 2,XOne,Ubisoft  ,Ivory Tower  ,,,0.2,0.1,,0.03,0.33,2018,Racing
7786,Super Power League 2,SNES,Hudson Soft  ,Hudson Soft  ,,,,,0.33,0.0,0.33,1994,Sports
7787,Binary Domain,PS3,Sega  ,Amusement Vision  ,,,0.09,0.07,0.14,0.03,0.33,2012,Action
7788,Planet Puzzle League,DS,Nintendo  ,Intelligent Systems  ,8.6,,0.14,0.01,0.16,0.01,0.33,2007,Puzzle
7789,Minute to win it,X360,Zoo Games  ,Zoo Entertainment Inc.  ,,,0.3,,,0.03,0.33,2011,Misc
7790,MLB 09: The Show,PS2,Sony Computer Entertainment  ,SCE San Diego Studio  ,,,0.16,0.13,,0.04,0.33,2009,Sports
7791,Botanicula,PC,Amanita Design  ,Amanita Design  ,,,,0.02,,0.0,0.03,2012,Adventure
7792,Hell's Kitchen: The Game,Wii,Ubisoft  ,Ludia Inc.  ,,,0.3,0.0,,0.03,0.33,2008,Simulation
7793,Cool Boarders 2001,PS2,Sony Computer Entertainment  ,Idol Minds Digital Entertainment  ,,,0.16,0.13,,0.04,0.33,2001,Sports
7794,Classic NES Series: Castlevania,GBA,Nintendo  ,Konami  ,7.4,,0.17,0.06,0.09,0.01,0.33,2004,Platform
7795,Grow Home,PC,Ubisoft  ,Ubisoft Reflections  ,,,,,,,,2015,Platform
7796,Scooby-Doo! First Frights,PS2,Warner Bros. Interactive  ,Torus Games  ,,,0.14,0.03,,0.16,0.33,2009,Adventure
7797,Fight Night Round 3,XB,EA Sports  ,EA Chicago  ,,,0.26,0.06,,0.01,0.33,2006,Fighting
7798,GT Advance Championship Racing,GBA,THQ  ,MTO  ,7.5,,0.24,0.09,,0.01,0.33,2001,Racing
7799,Way of the Samurai 2,PS2,Capcom  ,Acquire  ,,,0.05,0.04,0.23,0.01,0.33,2004,Action
7800,Lego Batman 3: Beyond Gotham,PC,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,,0.06,,0.0,0.06,2014,Action
7801,Naruto: Rise of a Ninja,X360,Ubisoft  ,Ubisoft Montreal  ,7.8,,0.29,0.01,,0.03,0.33,2007,Action
7802,BattleTanx,N64,3DO  ,3DO  ,,,0.26,0.06,,0.0,0.33,1998,Action
7803,Custom Robo,N64,Unknown  ,Noise Inc.  ,,,,,0.29,0.04,0.33,N/A,Fighting
7804,Dead or Alive 5 Last Round,All,Koei Tecmo  ,Team Ninja  ,,,,,,,,2015,Fighting
7805,MegaRace,All,Software Toolworks  ,Cryo Interactive  ,,,,,,,,1993,Racing
7806,Ultimate NES Remix,3DS,Nintendo  ,Nintendo  ,7.0,,0.19,0.11,,0.03,0.33,2014,Action
7807,Pitfall 3D: Beyond the Jungle,PS,Activision  ,Activision  ,,,0.18,0.12,,0.02,0.33,1998,Platform
7808,Disgaea 2: Cursed Memories,PS2,NIS America  ,Nippon Ichi Software  ,7.9,,0.09,0.07,0.15,0.02,0.33,2006,Role-Playing
7809,Clock Tower 3,PS2,Capcom  ,SunSoft  ,7.0,,0.1,0.08,0.12,0.03,0.33,2003,Adventure
7810,Night at the Museum: Battle of the Smithsonian,Wii,Majesco  ,"Pipeworks Software, Inc.  ",,,0.17,0.13,,0.03,0.33,2009,Action
7811,Battle Dodge Ball,SNES,Banpresto  ,Banpresto  ,,,,,0.33,,0.33,1991,Sports
7812,Call of Duty 2: Big Red One,GC,Activision  ,Treyarch  ,7.5,,0.25,0.07,,0.01,0.33,2005,Shooter
7813,Murdered: Soul Suspect,PS4,Square Enix  ,Airtight Games  ,,,0.09,0.17,0.02,0.05,0.33,2014,Action-Adventure
7814,Harry Potter and the Half-Blood Prince,PS3,Electronic Arts  ,Bright Light Productions  ,,,0.15,0.13,,0.05,0.33,2009,Action
7815,Resonance of Fate,X360,Sega  ,tri-Ace  ,7.4,,0.12,0.13,0.06,0.03,0.33,2010,Role-Playing
7816,The X-Factor,Wii,Deep Silver  ,Deep Silver  ,,,,0.29,,0.04,0.33,2010,Misc
7817,Def Jam Rapstar,Wii,Konami  ,4mm Games / Terminal Reality  ,,,0.29,0.02,,0.02,0.33,2010,Misc
7818,PlayerUnknown's Battlegrounds,PS4,Sony Interactive Entertainment  ,PUBG Corporation  ,,,0.13,0.15,,0.05,0.33,2018,Shooter
7819,The Adventures of Tintin: The Game,Wii,Ubisoft  ,Ubisoft  ,,,0.12,0.16,,0.04,0.33,2011,Adventure
7820,Chicken Riot,Wii,City Interactive  ,City Interactive  ,,,0.14,0.16,,0.03,0.33,2010,Action
7821,Disgaea: Hour of Darkness,PS2,Atlus  ,Nippon Ichi Software  ,8.8,,0.16,0.13,,0.04,0.33,2003,Role-Playing
7822,NeoGeo Battle Coliseum,PS2,SNK Playmore  ,SNK Playmore Corporation  ,,,0.16,0.13,,0.04,0.33,2007,Fighting
7823,Fire Emblem: Ankoku Ryu to Hikari no Tsurugi,NES,Nintendo  ,Intelligent Systems  ,,,,,,,,1990,Strategy
7824,Squishy the Suicidal Pig,PC,Unknown  ,Tomi Maarela  ,,,,,,,,N/A,Platform
7825,Kirby: Battle Royale,3DS,Nintendo  ,HAL Laboratory  ,6.0,,0.07,0.05,0.2,0.01,0.33,2018,Fighting
7826,Spongebob Squarepants: Creature from the Krusty Krab,GC,THQ  ,Blitz Games  ,,,0.25,0.07,,0.01,0.33,2006,Platform
7827,Capcom Classics Collection Reloaded,PSP,Capcom  ,Capcom  ,7.1,,0.26,0.0,0.03,0.03,0.33,2006,Misc
7828,Farming Simulator 17,XOne,Focus Home Interactive  ,Giants Software  ,,,0.19,0.11,,0.03,0.33,2016,Simulation
7829,Data Hacker: Reboot,PC,New Reality Games  ,New Reality Games  ,,,,,,,,2015,Role-Playing
7830,MLB 08: The Show,PSP,Sony Computer Entertainment  ,SCEA San Diego Studios  ,8.3,,0.3,,,0.02,0.33,2008,Sports
7831,Parodius,PS,Konami  ,Konami  ,,,,,0.31,0.02,0.33,1996,Shooter
7832,Tokyo Mirage Sessions #FE,WiiU,Nintendo  ,Atlus  ,8.0,,0.17,0.06,0.08,0.02,0.33,2016,Role-Playing
7833,SSX Blur,Wii,EA Sports BIG   ,EA Montreal  ,,,0.29,0.01,,0.02,0.33,2007,Sports
7834,Spy Kids 3-D: Game Over,GBA,Disney Interactive Studios  ,Digital Eclipse  ,,,0.24,0.09,,0.01,0.33,2003,Platform
7835,Sakura Wars 3: Paris wa Moeteiru ka,DC,Sega  ,Overworks  ,,,,,0.33,0.0,0.33,2001,Adventure
7836,NCAA GameBreaker 2001,PS,Sony Computer Entertainment  ,989 Sports  ,,,0.18,0.12,,0.02,0.33,2000,Sports
7837,Power Rangers: Ninja Storm,GBA,THQ  ,Natsume  ,,,0.24,0.09,,0.01,0.33,2003,Platform
7838,MX vs. ATV Untamed,Wii,THQ  ,Rainbow Studios  ,,,0.28,0.03,,0.02,0.33,2008,Racing
7839,Naruto: Gekitou Ninja Taisen! 4,GC,Tomy Corporation  ,Eighting  ,,,,,0.32,0.01,0.33,2005,Fighting
7840,Sniper Elite III,X360,505 Games  ,Rebellion Developments  ,,,0.18,0.12,,0.03,0.33,2014,Shooter
7841,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,Bandai  ,Bandai  ,,,,,0.33,0.0,0.33,1991,Strategy
7842,MVP Baseball 2005,GC,EA Sports  ,EA Canada  ,8.7,,0.25,0.07,,0.01,0.33,2005,Sports
7843,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,Rocket Company  ,Imagineer  ,,,,,0.33,,0.33,2007,Misc
7844,Dark Souls: Remastered,NS,Bandai Namco Entertainment  ,From Software  ,8.8,9.0,0.16,0.11,0.03,0.03,0.33,2018,Role-Playing
7845,DX Game of Life 2,PS,Takara  ,Takara  ,,,,,0.31,0.02,0.33,1997,Misc
7846,Fable III,PC,Microsoft Game Studios  ,Lionhead Studios  ,7.0,,0.11,0.17,,0.05,0.33,2011,Role-Playing
7847,The Room,PC,Fireproof Games  ,Fireproof Games  ,,,,,,,,2014,Puzzle
7848,NBA Live 96,PS,Electronic Arts  ,EA Canada  ,,,0.16,0.11,0.04,0.02,0.33,1996,Sports
7849,DECA Sports Freedom,X360,Hudson Soft  ,Hudson Soft  ,3.0,,0.27,0.04,,0.02,0.33,2010,Sports
7850,Family Party: 90 Great Games Party Pack,Wii,D3 Publisher  ,D3 Publisher  ,,,0.31,0.0,,0.02,0.33,2010,Misc
7851,Samurai Warriors 2: Xtreme Legends (JP sales),PS2,KOEI  ,Omega Force  ,,,,,0.33,,0.33,2008,Action
7852,Teen Titans,GC,THQ  ,A2M  ,6.3,,0.25,0.07,,0.01,0.33,2006,Action
7853,"Warhammer 40,000: Squad Command",PSP,THQ  ,RedLynx  ,6.6,,0.11,0.14,,0.08,0.33,2007,Strategy
7854,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,Namco Bandai Games  ,Namco Bandai Games  ,,,,,0.33,,0.33,2014,Music
7855,Frogger II: Threeedeep!,2600,Parker Bros.  ,Parker Bros  ,,,0.31,0.02,,0.0,0.33,1984,Action
7856,Golden Axe: Beast Rider,X360,Sega  ,Secret Level  ,4.0,7.0,0.19,0.11,,0.03,0.33,2008,Action
7857,Iron Man 2,Wii,Sega  ,"Sega Studios, San Francisco  ",,,0.15,0.15,,0.03,0.33,2010,Action
7858,NBA Live 06,GC,EA Sports  ,EA Canada  ,,,0.25,0.07,,0.01,0.33,2005,Sports
7859,Fate/Extra,PSP,Aksys Games  ,imageepoch Inc.  ,,,0.19,0.01,0.1,0.03,0.33,2011,Role-Playing
7860,Fireball,2600,Unknown  ,Starpath Corp.  ,,,0.3,0.02,,0.0,0.33,1982,Action
7861,Buzz! The Ultimate Music Quiz,PS3,Sony Computer Entertainment  ,Relentless Software  ,,,,0.25,,0.08,0.33,2010,Misc
7862,Dr. Mario / Puzzle League,GBA,Nintendo  ,Intelligent Systems  ,7.5,,0.12,0.04,0.16,0.01,0.33,2005,Puzzle
7863,Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,Disney Interactive Studios  ,Hyde  ,,,0.17,0.12,,0.03,0.33,2010,Adventure
7864,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,Tomy Corporation  ,Yuke's Media Creations  ,,,,,0.3,0.02,0.33,1995,Fighting
7865,Major League Baseball 2K6,XB,2K Sports  ,Kush Games  ,7.3,,0.24,0.07,,0.01,0.33,2006,Sports
7866,Pinball Hall of Fame: The Gottlieb Collection,PS2,Crave Entertainment  ,FarSight Studios  ,,,0.16,0.12,,0.04,0.33,2004,Misc
7867,EA Playground,DS,Electronic Arts  ,Piranha Games  ,,,0.29,0.01,,0.03,0.33,2007,Sports
7868,Harry Potter and the Deathly Hallows - Part 2,PS3,Electronic Arts  ,EA Bright Light  ,,,0.14,0.14,,0.05,0.33,2011,Action
7869,Discovery Kids: Puppy Playtime,DS,505 Games  ,505 Games  ,,,0.3,,,0.02,0.33,2009,Simulation
7870,Style Lab: Jewelry Design,DS,Ubisoft  ,1st Playable Productions  ,,,0.3,,,0.02,0.33,2009,Simulation
7871,Medal of Honor: Warfighter,PC,Electronic Arts  ,Danger Close Games  ,,,0.14,0.16,,0.03,0.33,2012,Shooter
7872,The Witcher: Enhanced Edition,PC,Atari  ,CD Projekt Red Studio  ,8.3,,0.32,0.01,,,0.33,2008,Role-Playing
7873,NCAA Basketball 10,X360,Electronic Arts  ,EA Canada  ,,,0.3,,,0.03,0.32,2009,Sports
7874,Final Fantasy XI: Wings of the Goddess,X360,Square Enix  ,Square Enix  ,6.5,,0.28,0.0,0.02,0.03,0.32,2007,Role-Playing
7875,Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,Konami  ,Konami  ,,,0.23,0.09,,0.01,0.32,2004,Action
7876,Elebits,Wii,Konami  ,Konami  ,7.3,,0.22,0.01,0.08,0.02,0.32,2006,Action
7877,Nicktoons: Movin,PS2,THQ  ,Unknown  ,,,0.16,0.12,,0.04,0.32,2004,Action
7878,Fire Emblem Gaiden,NES,Nintendo  ,Intelligent Systems  ,,,,,,,,1992,Strategy
7879,Silent Hill: Downpour,X360,Konami  ,Konami  ,,,0.22,0.08,,0.03,0.32,2012,Adventure
7880,Power Rangers Samurai,Wii,Namco Bandai  ,Namco Bandai Games  ,,,0.27,0.03,,0.03,0.32,2011,Action
7881,One Piece: Romance Dawn,PSP,Namco Bandai Games  ,Three Rings  ,,,,,0.32,,0.32,2012,Role-Playing
7882,SWAT: Global Strike Team,PS2,Sierra Entertainment  ,Argonaut Games  ,,,0.16,0.12,,0.04,0.32,2003,Shooter
7883,Battlestations: Pacific,X360,Eidos Interactive  ,Eidos Studios Hungary  ,,,0.17,0.11,0.01,0.03,0.32,2009,Strategy
7884,Championship Bass,PS,EA Sports  ,EA Seattle  ,7.1,,0.18,0.12,,0.02,0.32,2000,Sports
7885,Audiosurf 2,PC,Unknown  ,Dylan Fitterer  ,,,,,,,,N/A,Music
7886,Golden Axe: Beast Rider,PS3,Sega  ,Secret Level  ,4.5,,0.13,0.14,,0.06,0.32,2008,Action
7887,Ratz Instagib,PC,Unknown  ,Lino Slahuschek  ,,,,,,,,N/A,Shooter
7888,And Yet It Moves,PC,Broken Rules  ,TU Wien  ,8.0,,,,,,,2009,Platform
7889,Dead Rising 2: Off the Record,PS3,Capcom  ,Blue Castle Games  ,7.1,,0.11,0.08,0.1,0.03,0.32,2011,Action
7890,Drakengard 3,PS3,Square Enix  ,Unknown  ,,,0.11,,0.19,0.02,0.32,2014,Misc
7891,The Black Eyed Peas Experience,X360,Ubisoft  ,Ubisoft  ,,,0.2,0.1,,0.03,0.32,2011,Misc
7892,Silent Hill HD Collection,PS3,Konami Digital Entertainment  ,Konami  ,,,0.15,0.1,0.03,0.04,0.32,2012,Action
7893,DiRT 2,PSP,Codemasters  ,Codemasters  ,,,0.09,0.15,,0.08,0.32,2009,Racing
7894,Ben 10 Ultimate Alien: Cosmic Destruction,DS,D3 Publisher  ,Griptonite Games  ,,,0.22,0.08,,0.03,0.32,2010,Platform
7895,NHL Breakaway 98,N64,Acclaim Entertainment  ,Iguana Entertainment  ,,,0.3,0.02,,0.0,0.32,1998,Sports
7896,Invasion: Brain Craving,PC,Unknown  ,New Reality Games  ,,,,,,,,N/A,Action-Adventure
7897,Bratz: Girlz Really Rock,DS,THQ  ,Barking Lizards Technologies LLC  ,,,0.18,0.11,,0.03,0.32,2008,Action
7898,Marvel: Ultimate Alliance 2,Wii,Activision  ,n-Space  ,5.6,,0.25,0.05,,0.03,0.32,2009,Role-Playing
7899,Hatsune Miku: Project Diva F 2nd,PSV,Sega  ,Sega  ,,,0.08,0.05,0.16,0.04,0.32,2014,Music
7900,Momotarou Dentetsu 20-Shuunen,DS,Hudson Soft  ,Hudson Soft  ,,,,,0.32,,0.32,2008,Misc
7901,Kinetica,PS2,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,,,0.16,0.12,,0.04,0.32,2001,Racing
7902,Eternal Sonata,X360,Namco Bandai  ,Tri-Crescendo  ,7.9,,0.19,0.04,0.08,0.02,0.32,2007,Role-Playing
7903,Shin Megami Tensei: Persona 2: Innocent Sin,PSP,Atlus  ,Atlus Co.  ,7.0,,0.14,0.04,0.11,0.04,0.32,2011,Role-Playing
7904,Wipeout 2,Wii,Activision  ,Endemol  ,,,0.3,,,0.02,0.32,2011,Misc
7905,Bust-A-Move '99,PS,Acclaim Entertainment  ,Taito Corporation  ,7.7,,0.18,0.12,,0.02,0.32,1999,Puzzle
7906,NBA Street V3,XB,EA Sports BIG   ,EA Canada  ,,,0.28,0.03,,0.01,0.32,2005,Sports
7907,Pony Friends 2,DS,Square Enix  ,Tantalus Interactive  ,,,0.21,0.09,,0.02,0.32,2010,Simulation
7908,My Baby: First Steps,DS,SouthPeak Interactive  ,Nobilis  ,,,0.27,0.03,,0.02,0.32,2009,Simulation
7909,Dragon Quest Monsters 1·2,PS,Enix  ,TOSE  ,,,,,0.3,0.02,0.32,2002,Role-Playing
7910,Kurushi Final: Mental Blocks,PS,Sony Computer Entertainment  ,Sony Computer Entertainment  ,,,,,0.32,,0.32,1999,Puzzle
7911,Operation Flashpoint: Red River,PS3,Codemasters  ,Codemasters  ,6.8,,0.06,0.14,0.07,0.05,0.32,2011,Shooter
7912,Dead Space 2,PC,Electronic Arts  ,Visceral Games  ,8.9,,0.13,0.15,,0.04,0.32,2011,Shooter
7913,Army of Two: The 40th Day,PSP,Electronic Arts  ,Buzz Monkey Software  ,4.8,,0.12,0.13,,0.08,0.32,2010,Shooter
7914,God Mode,PC,Atlus  ,Unknown  ,,,,,,,,2014,Misc
7915,F1 Race Stars,PS3,Codemasters  ,Codemasters Birmingham  ,,,0.07,0.2,,0.05,0.32,2012,Racing
7916,OverBlood,PS,Electronic Arts  ,Riverhillsoft  ,,,0.05,0.04,0.21,0.02,0.32,1997,Action
7917,Borderlands: The Pre-Sequel,PC,2K Games  ,Unknown  ,,,0.14,0.15,,0.03,0.32,2014,Misc
7918,ESPN X-Games Pro Boarder,PS,Electronic Arts  ,Radical Entertainment  ,,,0.18,0.12,,0.02,0.32,1998,Sports
